id,name,dob,contract_until,position,jersey_number,market_value,nationality,team_id
1339,Imanol Agirretxe,1987-02-24,2020-06-30,Centre Forward,9.0,"4,000,000 €",Spain,53
1340,Asier Illarramendi,1990-03-08,2021-06-30,Defensive Midfield,4.0,"15,000,000 €",Spain,53
1341,Ander Bardaji,1995-05-03,2018-06-30,Keeper,13.0,"200,000 €",Spain,53
1342,Héctor Hernández,1991-05-23,2019-06-30,Left-Back,21.0,"600,000 €",Spain,53
1343,Willian José,1991-11-23,2021-06-30,Centre Forward,12.0,"3,000,000 €",Brazil,53
1344,Aritz Elustondo,1994-03-28,2020-06-30,Right-Back,15.0,"5,000,000 €",Spain,53
1345,Mikel Oyarzabal,1997-04-21,2022-06-30,Left Wing,18.0,"8,000,000 €",Spain,53
1346,David Concha,1996-11-20,2020-06-30,Right Wing,24.0,"1,000,000 €",Spain,53
1347,Juanmi,1993-05-20,2021-06-30,Centre Forward,7.0,"5,000,000 €",Spain,53
1348,Álvaro Morata,1992-10-23,2021-06-30,Centre Forward,21.0,"40,000,000 €",Spain,54
1349,Mateo Kovacic,1994-05-06,2021-06-30,Central Midfield,16.0,"20,000,000 €",Croatia,54
1350,Casemiro,1992-02-23,2021-06-30,Defensive Midfield,14.0,"20,000,000 €",Brazil,54
1351,Kiko Casilla,1986-10-02,2020-06-30,Keeper,13.0,"6,000,000 €",Spain,54
1352,Lucas Vázquez,1991-07-01,2020-06-30,Right Wing,17.0,"10,000,000 €",Spain,54
1353,Keylor Navas,1986-12-15,2020-06-30,Keeper,1.0,"20,000,000 €",Costa Rica,54
1354,Sergio Ramos,1986-03-30,2020-06-30,Centre Back,4.0,"40,000,000 €",Spain,54
1355,Raphaël Varane,1993-04-25,2020-06-30,Centre Back,5.0,"30,000,000 €",France,54
1356,Pepe,1983-02-26,2017-06-30,Centre Back,3.0,"6,000,000 €",Portugal,54
1357,Nacho Fernández,1990-01-18,2020-06-30,Centre Back,6.0,"5,000,000 €",Spain,54
1358,Fábio Coentrão,1988-03-11,2019-06-30,Left-Back,15.0,"10,000,000 €",Portugal,54
1359,Daniel Carvajal,1992-01-11,2020-06-30,Right-Back,2.0,"25,000,000 €",Spain,54
1360,Luka Modric,1985-09-09,2018-06-30,Central Midfield,19.0,"50,000,000 €",Croatia,54
1361,Toni Kroos,1990-01-04,2020-06-30,Central Midfield,8.0,"55,000,000 €",Germany,54
1362,James Rodríguez,1991-07-12,2020-06-30,Attacking Midfield,10.0,"70,000,000 €",Colombia,54
1363,Isco,1992-04-21,2018-06-30,Attacking Midfield,22.0,"35,000,000 €",Spain,54
1364,Cristiano Ronaldo,1985-02-05,2018-06-30,Left Wing,7.0,"110,000,000 €",Portugal,54
1365,Gareth Bale,1989-07-16,2019-06-30,Right Wing,11.0,"90,000,000 €",Wales,54
1366,Karim Benzema,1987-12-19,2019-06-30,Centre Forward,9.0,"60,000,000 €",France,54
1367,Lucas Silva,1993-02-16,2020-06-30,Defensive Midfield,NaN,"5,000,000 €",Brazil,54
1368,Marcelo,1988-05-12,2020-06-30,Left-Back,12.0,"30,000,000 €",Brazil,54
1369,Marco Asensio,1996-01-21,2022-06-30,Attacking Midfield,20.0,"12,000,000 €",Spain,54
1370,Rubén Yáñez,1993-10-12,2018-06-30,Keeper,31.0,"300,000 €",Spain,54
1371,Mariano Díaz,1993-08-01,2021-06-30,Centre Forward,18.0,"2,000,000 €",Dominican Republic,54
1372,Stefan Savic,1991-01-08,2020-06-30,Centre Back,15.0,"20,000,000 €",Montenegro,55
1373,Alessio Cerci,1987-07-23,2017-06-30,Right Wing,NaN,"7,000,000 €",Italy,55
1374,Sime Vrsaljko,1992-01-10,2021-06-30,Right-Back,16.0,"16,000,000 €",Croatia,55
1375,Filipe Luís,1985-08-09,2019-06-30,Left-Back,3.0,"25,000,000 €",Brazil,55
1376,Thomas,1993-06-13,2020-06-30,Defensive Midfield,22.0,"5,000,000 €",Ghana,55
1377,Juanfran,1985-01-09,2018-06-30,Right-Back,20.0,"16,000,000 €",Spain,55
1378,Augusto Fernández,1986-04-10,2019-06-30,Defensive Midfield,12.0,"8,000,000 €",Argentina,55
1379,Kévin Gameiro,1987-05-09,2020-06-30,Centre Forward,21.0,"20,000,000 €",France,55
1380,Jan Oblak,1993-01-07,2021-06-30,Keeper,13.0,"35,000,000 €",Slovenia,55
1381,Miguel Ángel Moyà,1984-04-02,2017-06-30,Keeper,1.0,"4,000,000 €",Spain,55
1382,Diego Godín,1986-02-16,2019-06-30,Centre Back,2.0,"40,000,000 €",Uruguay,55
1383,José Giménez,1995-01-20,2018-06-30,Centre Back,24.0,"30,000,000 €",Uruguay,55
1384,Saúl Ñíguez,1994-11-21,2021-06-30,Central Midfield,8.0,"35,000,000 €",Spain,55
1385,Gabi,1983-07-10,2017-06-30,Central Midfield,14.0,"10,000,000 €",Spain,55
1386,Tiago,1981-05-02,2017-06-30,Central Midfield,5.0,"2,000,000 €",Portugal,55
1387,Koke,1992-01-08,2019-06-30,Central Midfield,6.0,"60,000,000 €",Spain,55
1388,Antoine Griezmann,1991-03-21,2021-06-30,Secondary Striker,7.0,"80,000,000 €",France,55
1389,Ángel Correa,1995-03-09,2019-06-30,Secondary Striker,11.0,"9,000,000 €",Argentina,55
1390,Fernando Torres,1984-03-20,2017-06-30,Centre Forward,9.0,"10,000,000 €",Spain,55
1391,Lucas Hernández,1996-02-14,2020-06-30,Centre Back,19.0,"10,000,000 €",France,55
1392,André Moreira,1995-12-02,2020-06-30,Keeper,25.0,"1,000,000 €",Portugal,55
1393,Nico Gaitán,1988-02-23,2020-06-30,Left Wing,23.0,"25,000,000 €",Argentina,55
1394,Yannick Carrasco,1993-09-04,2020-06-30,Left Wing,10.0,"25,000,000 €",Belgium,55
1395,Facundo Roncaglia,1987-02-10,2020-06-30,Centre Back,24.0,"4,000,000 €",Argentina,57
1396,Claudio Beauvue,1988-04-16,2021-06-30,Left Wing,12.0,"4,000,000 €",Guadeloupe,57
1397,Daniel Wass,1989-05-31,2019-06-30,Attacking Midfield,18.0,"10,000,000 €",Denmark,57
1398,Sergio Álvarez,1986-08-03,2018-06-30,Keeper,1.0,"3,500,000 €",Spain,57
1399,Rubén Blanco,1995-07-25,2020-06-30,Keeper,13.0,"1,000,000 €",Spain,57
1400,Andreu Fontàs,1989-11-14,2019-06-30,Centre Back,3.0,"3,000,000 €",Spain,57
1401,Sergi Gómez,1992-07-28,2019-06-30,Centre Back,20.0,"5,000,000 €",Spain,57
1402,Gustavo Cabral,1985-10-14,2019-06-30,Centre Back,22.0,"6,000,000 €",Argentina,57
1403,David Costas,1995-03-26,2019-06-30,Centre Back,4.0,"1,000,000 €",Spain,57
1404,Carles Planas,1991-03-04,2017-06-30,Left-Back,21.0,"2,000,000 €",Spain,57
1405,Hugo Mallo,1991-06-22,2019-06-30,Right-Back,2.0,"7,500,000 €",Spain,57
1406,Jonny Castro,1994-03-03,2019-06-30,Left-Back,19.0,"6,000,000 €",Spain,57
1407,Nemanja Radoja,1993-02-06,2019-06-30,Defensive Midfield,6.0,"3,500,000 €",Serbia,57
1408,Pablo Hernández,1986-10-24,2020-06-30,Attacking Midfield,8.0,"6,000,000 €",Chile,57
1409,Fabián Orellana,1986-01-27,2019-06-30,Right Wing,14.0,"6,000,000 €",Chile,57
1410,Iago Aspas,1987-08-01,2020-06-30,Centre Forward,10.0,"10,000,000 €",Spain,57
1411,Theo Bongonda,1995-11-20,2019-06-30,Right Wing,7.0,"2,500,000 €",Belgium,57
1412,Marcelo Díaz,1986-12-30,2019-06-30,Defensive Midfield,5.0,"2,500,000 €",Chile,57
1413,Dejan Drazic,1995-09-26,2020-06-30,Left Wing,16.0,"800,000 €",Serbia,57
1414,Josep Señé,1991-12-10,2017-06-30,Right Wing,23.0,"400,000 €",Spain,57
1415,John Guidetti,1992-04-15,2020-06-30,Centre Forward,9.0,"8,000,000 €",Sweden,57
1416,Álvaro Lemos,1993-03-30,2021-06-30,Right Wing,15.0,"400,000 €",Spain,57
1417,José Naranjo,1994-07-28,2021-06-30,Left Wing,17.0,"2,000,000 €",Spain,57
1418,Pione Sisto,1995-02-04,2021-06-30,Right Wing,11.0,"6,000,000 €",Denmark,57
1419,Aymen Abdennour,1989-08-06,2020-06-30,Centre Back,23.0,"10,000,000 €",Tunisia,59
1420,Nani,1986-11-17,2019-06-30,Right Wing,17.0,"15,000,000 €",Portugal,59
1421,Santi Mina,1995-12-07,2021-06-30,Right Wing,22.0,"7,000,000 €",Spain,59
1422,Martín Montoya,1991-04-14,2020-06-30,Right-Back,21.0,"3,000,000 €",Spain,59
1423,Diego Alves,1985-06-24,2019-06-30,Keeper,1.0,"4,000,000 €",Brazil,59
1424,Rúben Vezo,1994-04-25,2018-06-30,Centre Back,3.0,"2,000,000 €",Portugal,59
1425,José Luis Gayá,1995-05-25,2020-06-30,Left-Back,14.0,"18,000,000 €",Spain,59
1426,João Cancelo,1994-05-27,2021-06-30,Right-Back,2.0,"15,000,000 €",Portugal,59
1427,Enzo Pérez,1986-02-22,2019-06-30,Central Midfield,8.0,"12,000,000 €",Argentina,59
1428,Dani Parejo,1989-04-16,2020-06-30,Central Midfield,10.0,"18,000,000 €",Spain,59
1429,Rodrigo,1991-03-06,2019-06-30,Left Wing,19.0,"9,000,000 €",Spain,59
1430,Paco Alcácer,1993-08-30,2020-06-30,Centre Forward,9.0,"25,000,000 €",Spain,59
1431,Federico Cartabia,1993-01-20,2017-06-30,Right Wing,16.0,"2,500,000 €",Argentina,59
1432,Guilherme Siqueira,1986-04-28,2017-06-30,Left-Back,6.0,"3,000,000 €",Brazil,59
1433,Robert Ibáñez,1993-03-22,2018-06-30,Right Wing,12.0,"1,500,000 €",Spain,59
1434,Aderlan Santos,1989-04-09,2020-06-30,Centre Back,4.0,"5,000,000 €",Brazil,59
1435,Álvaro Medrán,1994-03-15,2020-06-30,Central Midfield,20.0,"1,000,000 €",Spain,59
1436,Mathew Ryan,1992-04-08,2021-06-30,Keeper,25.0,"4,000,000 €",Australia,59
1437,Zakaria Bakkali,1996-01-26,2020-06-30,Left Wing,11.0,"3,000,000 €",Belgium,59
1438,Salva Ruiz,1995-05-17,,Left-Back,NaN,"200,000 €",Spain,59
1439,Jaume Doménech,1990-11-05,2018-06-30,Keeper,13.0,"4,000,000 €",Spain,59
1440,Mario Suárez,1987-02-24,2017-06-30,Defensive Midfield,7.0,"8,500,000 €",Spain,59
1441,Míchel,1990-02-15,2018-06-30,Right-Back,12.0,"600,000 €",Brazil,60
1442,Nabil El Zhar,1986-08-27,2017-06-30,Right Wing,8.0,"1,500,000 €",Morocco,60
1443,Hélder Lopes,1989-01-04,2018-06-30,Left-Back,22.0,"2,000,000 €",Portugal,60
1444,Javi Varas,1982-09-10,2017-06-30,Keeper,13.0,"800,000 €",Spain,60
1445,Raúl Lizoain,1991-01-27,2017-06-30,Keeper,1.0,"400,000 €",Spain,60
1446,Aythami Artiles,1986-04-02,2017-06-30,Centre Back,16.0,"2,000,000 €",Spain,60
1447,Pedro Bigas,1990-05-15,2017-06-30,Centre Back,17.0,"3,000,000 €",Spain,60
1448,David García,1982-02-25,2017-06-30,Centre Back,5.0,"300,000 €",Spain,60
1449,David Simón,1989-12-31,2019-06-30,Right-Back,2.0,"2,000,000 €",Spain,60
1450,Javi Castellano,1987-11-02,2017-06-30,Defensive Midfield,18.0,"400,000 €",Spain,60
1451,Vicente Gómez,1988-08-31,2020-06-30,Defensive Midfield,4.0,"2,500,000 €",Spain,60
1452,Hernán,1990-08-26,2018-06-30,Central Midfield,14.0,"900,000 €",Spain,60
1453,Roque Mesa,1989-06-07,2020-06-30,Central Midfield,15.0,"7,500,000 €",Spain,60
1454,Dani Castellano,1987-11-02,2017-06-30,Left-Back,23.0,"2,000,000 €",Spain,60
1455,Jonathan Viera,1989-10-21,2018-06-30,Left Wing,21.0,"6,000,000 €",Spain,60
1456,Momo,1982-07-15,2017-06-30,Left Wing,11.0,"300,000 €",Spain,60
1457,Tana,1990-09-20,2019-06-30,Secondary Striker,24.0,"3,500,000 €",Spain,60
1458,Sergio Araujo,1992-01-28,2020-06-30,Centre Forward,10.0,"2,000,000 €",Argentina,60
1459,Marko Livaja,1993-08-26,2020-06-30,Centre Forward,9.0,"3,000,000 €",Croatia,60
1460,Mauricio Lemos,1995-12-28,2021-06-30,Centre Back,3.0,"4,000,000 €",Uruguay,60
1461,Ángel Montoro,1988-06-25,2017-06-30,Central Midfield,6.0,"800,000 €",Spain,60
1462,Mateo García,1996-09-10,2020-06-30,Midfield,19.0,,Argentina,60
1463,Tyronne,1991-01-27,2019-06-30,Attacking Midfield,20.0,"300,000 €",Spain,60
1464,José Artiles,1993-06-10,2018-06-30,Right Wing,NaN,"100,000 €",Spain,60
1465,Tomás Vaclík,1989-03-29,2018-06-30,Keeper,1.0,,Czech Republic,61
1466,Germano Vailati,1980-08-30,2016-06-30,Keeper,18.0,,Switzerland,61
1467,Pascal Albrecht,1995-04-29,,Keeper,23.0,,Switzerland,61
1468,Marek Suchy,1988-03-29,2017-06-30,Centre Back,17.0,,Czech Republic,61
1469,Ivan Ivanov,1988-02-25,2016-06-30,Centre Back,15.0,,Bulgaria,61
1470,Wálter Samuel,1978-03-22,2015-06-30,Centre Back,6.0,,Argentina,61
1471,Behrang Safari,1985-02-09,2016-06-30,Left-Back,19.0,,Sweden,61
1472,Philipp Degen,1983-02-15,2016-06-30,Right-Back,4.0,,Switzerland,61
1473,Luca Zuffi,1990-03-27,2017-06-30,Central Midfield,7.0,,Switzerland,61
1474,Matías Delgado,1982-12-15,2017-06-30,Attacking Midfield,10.0,,Argentina,61
1475,Davide Callà,1984-10-06,2016-06-30,Left Wing,39.0,,Switzerland,61
1476,Ahmed Hamoudi,1990-07-30,2018-06-30,Right Wing,24.0,,Egypt,61
1477,Yoichiro Kakitani,1990-01-03,2018-06-30,Left Wing,14.0,,Japan,61
1478,Breel Donald Embolo,1997-02-14,2019-06-30,Centre Forward,36.0,,Switzerland,61
1479,Marco Streller,1981-06-18,2016-06-30,Centre Forward,9.0,,Switzerland,61
1480,Robin Huser,1998-01-24,,Defensive Midfield,28.0,,Switzerland,61
1481,Arxhend Cani,1997-08-02,,Attacking Midfield,NaN,,Switzerland,61
1482,Vladislav Stoyanov,1987-06-08,2015-06-30,Keeper,21.0,,Bulgaria,62
1483,Ivan Cvorovic,1985-09-21,,Keeper,91.0,,Bulgaria,62
1484,Georgi Argilashki,1991-06-13,,Keeper,30.0,,Bulgaria,62
1485,Cosmin Moti,1984-12-03,2018-06-30,Centre Back,27.0,,Romania,62
1486,Georgi Terziev,1992-04-18,2017-06-30,Centre Back,55.0,,Bulgaria,62
1487,Alexandre Barthe,1986-03-05,2015-06-30,Centre Back,5.0,,France,62
1488,Aleksandar Aleksandrov,1986-04-13,2016-06-30,Centre Back,15.0,,Bulgaria,62
1489,Brayan Angulo,1989-11-02,2015-06-30,Left-Back,16.0,,Colombia,62
1490,Vitinha,1986-02-11,2015-06-30,Left-Back,77.0,,Portugal,62
1491,Júnior Caiçara,1989-04-27,2017-06-30,Right-Back,80.0,,Brazil,62
1492,Yordan Minev,1980-10-14,2016-06-30,Right-Back,25.0,,Bulgaria,62
1493,Kristian Kitov,1996-10-14,,Mittelfeld,38.0,,Bulgaria,62
1494,Svetoslav Dyakov,1984-05-31,2018-06-30,Defensive Midfield,18.0,,Bulgaria,62
1495,Hristo Zlatinski,1985-01-22,2016-06-30,Central Midfield,23.0,,Bulgaria,62
1496,Aleksandar Vasilev,1995-04-27,2017-06-30,Left Midfield,19.0,,Bulgaria,62
1497,Marcelinho,1984-08-24,2016-06-30,Attacking Midfield,84.0,,Brazil,62
1498,Anicet,1990-03-13,2016-06-30,Attacking Midfield,12.0,,Madagascar,62
1499,Juninho Quixadá,1985-12-12,2018-06-30,Attacking Midfield,11.0,,Brazil,62
1500,Mihail Aleksandrov,1989-06-11,,Left Wing,7.0,,Bulgaria,62
1501,Vura,1993-07-24,2018-06-30,Right Wing,93.0,,Netherlands,62
1502,Dani Abalo,1987-09-29,2015-06-30,Right Wing,17.0,,Spain,62
1503,Younes Hamza,1986-04-16,2017-06-30,Secondary Striker,99.0,,Tunisia,62
1504,Manuel Neuer,1986-03-27,2021-06-30,Keeper,1.0,"45,000,000 €",Germany,63
1505,Sven Ulreich,1988-08-03,2018-06-30,Keeper,26.0,"2,500,000 €",Germany,63
1506,Tom Starke,1981-03-18,2017-06-30,Keeper,22.0,"200,000 €",Germany,63
1507,Jérôme Boateng,1988-09-03,2021-06-30,Centre Back,17.0,"45,000,000 €",Germany,63
1508,Holger Badstuber,1989-03-13,2017-06-30,Centre Back,28.0,"3,000,000 €",Germany,63
1509,David Alaba,1992-06-24,2021-06-30,Left-Back,27.0,"45,000,000 €",Austria,63
1510,Juan Bernat,1993-03-01,2019-06-30,Left-Back,18.0,"18,000,000 €",Spain,63
1511,Philipp Lahm,1983-11-11,2018-06-30,Right-Back,21.0,"13,000,000 €",Germany,63
1512,Rafinha,1985-09-07,2017-06-30,Right-Back,13.0,"5,500,000 €",Brazil,63
1513,Javi Martínez,1988-09-02,2021-06-30,Centre Back,8.0,"25,000,000 €",Spain,63
1514,Xabi Alonso,1981-11-25,2017-06-30,Defensive Midfield,14.0,"4,000,000 €",Spain,63
1515,Joshua Kimmich,1995-02-08,2020-06-30,Defensive Midfield,32.0,"20,000,000 €",Germany,63
1516,Arturo Vidal,1987-05-22,2019-06-30,Central Midfield,23.0,"40,000,000 €",Chile,63
1517,Thiago,1991-04-11,2019-06-30,Central Midfield,6.0,"22,000,000 €",Spain,63
1518,Franck Ribéry,1983-04-07,2017-06-30,Left Wing,7.0,"9,000,000 €",France,63
1519,Kingsley Coman,1996-06-13,2017-06-30,Right Wing,29.0,"20,000,000 €",France,63
1520,Julian Green,1995-06-06,2017-06-30,Centre Forward,37.0,"500,000 €",United States,63
1521,Arjen Robben,1984-01-23,2017-06-30,Right Wing,10.0,"11,000,000 €",Netherlands,63
1522,Douglas Costa,1990-09-14,2020-06-30,Left Wing,11.0,"35,000,000 €",Brazil,63
1523,Thomas Müller,1989-09-13,2021-06-30,Secondary Striker,25.0,"75,000,000 €",Germany,63
1524,Robert Lewandowski,1988-08-21,2019-06-30,Centre Forward,9.0,"75,000,000 €",Poland,63
1525,Mats Hummels,1988-12-16,2021-06-30,Centre Back,5.0,"38,000,000 €",Germany,63
1526,Renato Sanches,1997-08-18,2021-06-30,Central Midfield,35.0,"30,000,000 €",Portugal,63
1527,Niklas Dorsch,1998-01-15,2018-06-30,Defensive Midfield,30.0,"200,000 €",Germany,63
1528,Fabian Benko,1998-06-05,2018-06-30,Attacking Midfield,40.0,"250,000 €",Germany,63
1529,Erdal Öztürk,1996-02-07,2018-06-30,Central Midfield,38.0,"75,000 €",Germany,63
1530,Siem de Jong,1989-01-28,2017-06-30,Attacking Midfield,10.0,"7,000,000 €",Netherlands,65
1531,Héctor Moreno,1988-01-17,2019-06-30,Centre Back,3.0,"8,000,000 €",Mexico,65
1532,Daniel Schwaab,1988-08-23,2019-06-30,Centre Back,5.0,"1,500,000 €",Germany,65
1533,Jeroen Zoet,1991-01-06,2019-06-30,Keeper,1.0,"8,500,000 €",Netherlands,65
1534,Remko Pasveer,1983-11-08,2018-06-30,Keeper,22.0,"800,000 €",Netherlands,65
1535,Luuk Koopmans,1993-11-18,2018-06-30,Keeper,21.0,"300,000 €",Netherlands,65
1536,Nicolas Isimat-Mirin,1991-11-15,2020-06-30,Centre Back,2.0,"3,000,000 €",France,65
1537,Jordy de Wijs,1995-01-08,2019-06-30,Centre Back,30.0,"400,000 €",Netherlands,65
1538,Suently Alberto,1996-06-09,2018-06-30,Centre Back,33.0,"250,000 €",Netherlands,65
1539,Jetro Willems,1994-03-30,2017-06-30,Left-Back,15.0,"9,500,000 €",Netherlands,65
1540,Simon Poulsen,1984-10-07,2017-06-30,Left-Back,14.0,"800,000 €",Denmark,65
1541,Santiago Arias,1992-01-13,2019-06-30,Right-Back,4.0,"6,000,000 €",Colombia,65
1542,Joshua Brenet,1994-03-20,2017-06-30,Right-Back,20.0,"3,500,000 €",Netherlands,65
1543,Andrés Guardado,1986-09-28,2018-06-30,Central Midfield,18.0,"8,000,000 €",Mexico,65
1544,Jorrit Hendrix,1995-02-06,2020-06-30,Defensive Midfield,8.0,"5,000,000 €",Netherlands,65
1545,Davy Pröpper,1991-09-02,2020-06-30,Central Midfield,6.0,"9,000,000 €",Netherlands,65
1546,Adam Maher,1993-07-20,2018-06-30,Central Midfield,10.0,"4,000,000 €",Netherlands,65
1547,Gastón Pereiro,1995-06-11,2020-06-30,Right Wing,7.0,"7,000,000 €",Uruguay,65
1548,Rai Vloet,1995-05-08,2018-06-30,Attacking Midfield,23.0,"500,000 €",Netherlands,65
1549,Kenneth Paal,1997-06-24,2020-06-30,Attacking Midfield,32.0,"350,000 €",Netherlands,65
1550,Steven Bergwijn,1997-10-08,2021-06-30,Left Wing,27.0,"1,500,000 €",Netherlands,65
1551,Luciano Narsingh,1990-09-13,2017-06-30,Right Wing,11.0,"5,000,000 €",Netherlands,65
1552,Florian Jozefzoon,1991-02-09,2017-06-30,Right Wing,17.0,"1,500,000 €",Netherlands,65
1553,Luuk de Jong,1990-08-27,2020-06-30,Centre Forward,9.0,"10,000,000 €",Netherlands,65
1554,Jürgen Locadia,1993-11-07,2019-06-30,Centre Forward,19.0,"5,500,000 €",Netherlands,65
1555,Hidde Jurjus,1994-02-09,2021-06-30,Keeper,31.0,"800,000 €",Netherlands,65
1556,Bart Ramselaar,1996-06-29,2021-06-30,Attacking Midfield,25.0,"5,000,000 €",Netherlands,65
1557,Niko Kranjcar,1984-08-13,2016-06-30,Attacking Midfield,21.0,,Croatia,67
1558,Derlis González,1994-03-20,2020-06-30,Right Wing,25.0,,Paraguay,67
1559,Vitorino Antunes,1987-04-01,2019-06-30,Left-Back,5.0,,Portugal,67
1560,Oleksandr Rybka,1987-04-10,2015-12-31,Keeper,23.0,,Ukraine,67
1561,Oleksandr Shovkovsky,1975-01-02,2016-06-30,Keeper,1.0,,Ukraine,67
1562,Georgi Bushchan,1994-05-31,2017-06-30,Keeper,52.0,,Ukraine,67
1563,Evgen Khacheridi,1987-07-28,2017-06-30,Centre Back,34.0,,Ukraine,67
1564,Danilo Silva,1986-11-24,2018-06-30,Centre Back,2.0,,Brazil,67
1565,Mykyta Burda,1995-03-24,2017-06-30,Centre Back,26.0,,Ukraine,67
1566,Evgen Makarenko,1991-05-21,2017-06-30,Left-Back,27.0,,Ukraine,67
1567,Domagoj Vida,1989-04-29,2018-06-30,Right-Back,24.0,,Croatia,67
1568,Mykola Morozyuk,1988-01-17,2018-06-30,Right-Back,9.0,,Ukraine,67
1569,Denys Garmash,1990-04-19,2016-06-30,Central Midfield,19.0,,Ukraine,67
1570,Sergiy Sydorchuk,1991-05-02,2019-12-31,Central Midfield,16.0,,Ukraine,67
1571,Sergiy Rybalka,1990-04-01,2018-12-31,Central Midfield,17.0,,Ukraine,67
1572,Vitali Buyalsky,1993-01-06,2019-06-30,Central Midfield,29.0,,Ukraine,67
1573,Sergiy Myakushko,1993-04-15,2016-06-30,Left Midfield,88.0,,Ukraine,67
1574,Oleg Gusev,1983-04-25,2015-12-31,Right Wing,20.0,,Ukraine,67
1575,Andriy Yarmolenko,1989-10-23,2016-06-30,Right Wing,10.0,,Ukraine,67
1576,Lukasz Teodorczyk,1991-06-03,2019-06-30,Centre Forward,91.0,,Poland,67
1577,Júnior Moraes,1987-04-04,2018-06-30,Centre Forward,11.0,,Brazil,67
1578,Ederson,1993-08-17,2020-06-30,Keeper,1.0,"7,000,000 €",Brazil,68
1579,Nélson Oliveira,1991-08-08,2018-06-30,Centre Forward,NaN,"3,000,000 €",Portugal,68
1580,Konstantinos Mitroglou,1988-03-12,2020-06-30,Centre Forward,11.0,"11,500,000 €",Greece,68
1581,Júlio César,1979-09-03,2018-06-30,Keeper,12.0,"1,000,000 €",Brazil,68
1582,Paulo Lopes,1978-06-29,2017-06-30,Keeper,13.0,"100,000 €",Portugal,68
1583,Lisandro López,1989-09-01,2018-06-30,Centre Back,2.0,"6,000,000 €",Argentina,68
1584,Luisão,1981-02-13,2017-06-30,Centre Back,4.0,"1,500,000 €",Brazil,68
1585,Jardel,1986-03-29,2020-06-30,Centre Back,33.0,"7,500,000 €",Brazil,68
1586,Eliseu,1983-10-01,2017-06-30,Left-Back,19.0,"2,000,000 €",Portugal,68
1587,André Almeida,1990-09-10,2019-06-30,Right-Back,34.0,"7,000,000 €",Portugal,68
1588,Andreas Samaris,1989-06-13,2019-06-30,Defensive Midfield,7.0,"9,000,000 €",Greece,68
1589,Ljubomir Fejsa,1988-08-14,2019-06-30,Defensive Midfield,5.0,"9,000,000 €",Serbia,68
1590,Rúben Amorim,1985-01-27,2018-06-30,Central Midfield,NaN,"1,800,000 €",Portugal,68
1591,Pizzi,1989-10-06,2019-06-30,Right Wing,21.0,"13,000,000 €",Portugal,68
1592,Jonas,1984-04-01,2018-06-30,Secondary Striker,10.0,"12,000,000 €",Brazil,68
1593,André Carrillo,1991-06-14,2021-06-30,Right Wing,15.0,"10,000,000 €",Peru,68
1594,Raúl Jiménez,1991-05-05,2020-06-30,Centre Forward,9.0,"8,000,000 €",Mexico,68
1595,André Horta,1996-11-07,2021-06-30,Attacking Midfield,8.0,"2,000,000 €",Portugal,68
1596,Victor Lindelöf,1994-07-17,2020-06-30,Centre Back,14.0,"12,000,000 €",Sweden,68
1597,Nélson Semedo,1993-11-16,2021-06-30,Right-Back,50.0,"4,000,000 €",Portugal,68
1598,Toto Salvio,1990-07-13,2019-06-30,Right Wing,18.0,"15,000,000 €",Argentina,68
1599,Mehdi Carcela-González,1989-07-01,2019-06-30,Left Wing,39.0,"5,000,000 €",Morocco,68
1600,Gonçalo Guedes,1996-11-29,2021-06-30,Secondary Striker,20.0,"6,500,000 €",Portugal,68
1601,Branimir Kalaica,1998-06-01,2022-06-30,Centre Back,16.0,"250,000 €",Croatia,68
1602,Alejandro Grimaldo,1995-09-20,2021-06-30,Left-Back,3.0,"2,000,000 €",Spain,68
1603,Danilo Barbosa,1996-02-28,2017-06-30,Defensive Midfield,NaN,"7,000,000 €",Brazil,68
1604,Guillermo Celis,1993-05-08,2021-06-30,Defensive Midfield,28.0,"2,000,000 €",Colombia,68
1605,Franco Cervi,1994-05-26,2022-06-30,Left Wing,22.0,"5,500,000 €",Argentina,68
1606,Andrija Zivkovic,1996-07-11,2021-06-30,Right Wing,17.0,"6,500,000 €",Serbia,68
1607,Óscar Benítez,1993-01-14,2021-06-30,Right Wing,23.0,"3,000,000 €",Argentina,68
